sample_id,prediction
65/9,0.18076205253601074
66/1,0.2860366702079773
66/3,0.1153174638748169
66/6,0.9981921911239624
66/8,0.9845963716506958
66/9,0.8431698083877563
67/0,0.9989978075027466
67/2,0.11646201461553574
67/4,0.12246765941381454
67/5,0.3226182460784912
67/9,0.05770884081721306
68/2,0.08935116231441498
68/3,0.2879471778869629
68/4,0.08150038868188858
68/7,0.8243021965026855
68/8,0.8621395826339722
69/1,0.9999353289604187
69/4,0.999986469745636
69/5,0.899086594581604
69/7,0.18211138248443604
69/9,0.9202448129653931
70/0,0.9988099336624146
70/1,0.9958854913711548
70/2,0.9987616539001465
70/3,0.9975067973136902
70/6,0.9970895648002625
71/0,0.9953630566596985
71/3,0.999978244304657
71/4,0.07034464180469513
71/5,0.047003306448459625
71/6,0.9988869428634644
72/0,0.9480686187744141
72/1,0.8576112985610962
72/4,0.9978988766670227
72/7,0.6593286991119385
72/8,0.06915519386529922
73/0,0.9993554353713989
73/1,0.9968182444572449
73/3,0.7905240058898926
73/5,0.9994043111801147
73/6,0.7773209810256958
73/7,0.08834083378314972
73/8,0.8017834424972534
73/9,0.06481684744358063
74/0,0.7186813354492188
74/1,0.13697615265846252
74/2,0.9440839886665344
74/3,0.9989825487136841
74/4,0.9881187677383423
74/6,0.9981573224067688
74/7,0.9981876611709595
74/8,0.9981141090393066
75/0,0.9993497729301453
75/1,0.9924647212028503
75/2,0.9064146280288696
75/3,0.979932963848114
75/4,0.9823543429374695
76/1,0.9951620101928711
76/2,0.6998987197875977
76/3,0.9976035952568054
76/4,0.9951753616333008
76/5,0.9794063568115234
76/8,0.8900631070137024
76/9,0.973656177520752
77/0,0.9748477935791016
77/1,0.9280864000320435
77/4,0.36780214309692383
77/6,0.07520310580730438
77/8,0.21369107067584991
78/0,0.10618583112955093
78/2,0.9693878293037415
78/7,0.4163394868373871
78/8,0.9425328969955444
78/9,0.9834538698196411
79/1,0.09502486884593964
79/2,0.1011672392487526
79/5,0.062157779932022095
79/6,0.9416257739067078
79/7,0.4955678880214691
80/0,0.6369558572769165
80/1,0.05611167475581169
80/4,0.997628390789032
80/8,0.08126295357942581
80/9,0.06509113311767578
81/1,0.22048410773277283
81/2,0.9697775840759277
81/4,0.6324756145477295
81/5,0.9999653100967407
81/6,0.9973594546318054
82/0,0.719281792640686
82/3,0.07731454074382782
82/4,0.08781929314136505
82/5,0.1623748391866684
82/8,0.057096511125564575
83/3,0.057414282113313675
83/6,0.6127707958221436
83/7,0.05782277137041092
83/8,0.10006295144557953
83/9,0.14643070101737976
84/5,0.1264752447605133
84/6,0.28550222516059875
84/7,0.9056364297866821
84/8,0.9858331680297852
84/9,0.09907323122024536
85/0,0.05079302936792374
85/2,0.9983559846878052
85/3,0.062233082950115204
85/4,0.9958266019821167
85/5,0.09168840944766998
85/6,0.9996145367622375
85/7,0.9882091283798218
85/8,0.9632905125617981
85/9,0.991594135761261
86/0,0.985883355140686
86/1,0.9967645406723022
86/4,0.9993225336074829
86/7,0.0980311781167984
86/9,0.06890629231929779
87/1,0.9886663556098938
87/2,0.0955205112695694
87/7,0.06251935660839081
87/8,0.9932082891464233
87/9,0.9994558095932007
88/0,0.9971973299980164
88/1,0.18199560046195984
88/5,0.05591733008623123
88/6,0.14114847779273987
88/9,0.871152400970459
89/1,0.13189253211021423
89/5,0.06911145150661469
89/6,0.05766589567065239
89/7,0.26837843656539917
89/8,0.1148461103439331
90/0,0.07918569445610046
90/1,0.2658747136592865
90/7,0.9835575222969055
90/8,0.9993863105773926
90/9,0.08769402652978897
91/0,0.7094557285308838
91/1,0.9981845617294312
91/2,0.09087815880775452
91/3,0.11589858680963516
91/4,0.10453528165817261
92/1,0.08566005527973175
92/2,0.09912150353193283
92/3,0.07303454726934433
92/4,0.9761641621589661
92/5,0.05411221832036972
93/0,0.06277735531330109
93/2,0.9742608070373535
93/3,0.9941688776016235
93/4,0.9879180788993835
93/5,0.9800699353218079
93/6,0.9992688298225403
93/8,0.9987408518791199
93/9,0.07283242791891098
94/0,0.997982382774353
94/1,0.9976423382759094
94/3,0.9997170567512512
94/6,0.09998085349798203
94/9,0.06454432755708694
95/0,0.6208175420761108
95/2,0.0937681496143341
95/4,0.10974650084972382
95/5,0.11467085778713226
95/8,0.2863057851791382
96/0,0.9716188311576843
96/1,0.7694147825241089
96/2,0.9440661668777466
96/4,0.9972138404846191
96/5,0.071902796626091
96/6,0.9856675863265991
96/8,0.9957284927368164
96/9,0.9637439846992493
97/0,0.990983784198761
97/2,0.9805256724357605
97/3,0.99730384349823
97/4,0.9953292608261108
97/5,0.08055616170167923
97/6,0.8977588415145874
97/7,0.07297514379024506
97/9,0.993674635887146
98/1,0.05842917412519455
98/3,0.9958969354629517
98/6,0.7840420603752136
98/7,0.10653162002563477
98/9,0.6561720371246338
99/3,0.6722496151924133
99/4,0.09839342534542084
99/5,0.07844192534685135
99/6,0.16990265250205994
99/7,0.9063885807991028
100/0,0.10054671764373779
100/4,0.9977022409439087
100/6,0.06396885961294174
100/7,0.09556388854980469
100/9,0.13791033625602722
101/3,0.11284054815769196
101/4,0.09518510103225708
101/5,0.1712028682231903
101/6,0.18747320771217346
101/8,0.7881636023521423
102/0,0.961127758026123
102/1,0.3116905093193054
102/5,0.10128200054168701
102/6,0.9950531125068665
102/7,0.9823252558708191
103/4,0.0792657881975174
103/6,0.13586504757404327
103/7,0.1541641652584076
103/8,0.11993034929037094
103/9,0.10927583277225494
104/1,0.05529942363500595
104/2,0.07361586391925812
104/4,0.4266664981842041
104/6,0.07412304729223251
104/9,0.1419447362422943
105/0,0.05978395789861679
105/2,0.9989013671875
105/3,0.9351798295974731
105/5,0.32664069533348083
105/9,0.9992201924324036
106/0,0.9745051264762878
106/1,0.13389112055301666
106/5,0.1308869570493698
106/8,0.11036819219589233
106/9,0.9997347593307495
107/0,0.9952432513237
107/1,0.7687204480171204
107/3,0.9715603590011597
107/7,0.21954631805419922
107/8,0.9513031840324402
108/1,0.05536116287112236
108/2,0.960102915763855
108/7,0.06896664202213287
108/8,0.07464028894901276
108/9,0.9879119992256165
109/0,0.9879119992256165
109/2,0.09793274104595184
109/3,0.09395186603069305
109/4,0.09311677515506744
109/9,0.1209830492734909
110/2,0.8806804418563843
110/5,0.9935517311096191
110/6,0.9949768781661987
110/7,0.9622379541397095
110/8,0.9725583791732788
111/0,0.06072903797030449
111/3,0.9917780160903931
111/4,0.15300500392913818
111/5,0.1769639551639557
111/8,0.10076123476028442
112/0,0.12977392971515656
112/1,0.13289275765419006
112/2,0.0783909410238266
112/3,0.9882091283798218
112/4,0.9992561340332031
112/5,0.9993974566459656
112/6,0.9976328611373901
112/7,0.9756118655204773
112/8,0.9976204037666321
113/0,0.9962887763977051
113/1,0.16780799627304077
113/2,0.9939368963241577
113/4,0.06746794283390045
113/5,0.952502429485321
113/6,0.9961239099502563
113/7,0.9951769709587097
113/8,0.9962161183357239
113/9,0.06384730339050293
114/0,0.965750515460968
114/1,0.9164541363716125
114/2,0.9975162744522095
114/3,0.9815400838851929
114/9,0.9990938305854797
115/0,0.979992687702179
115/1,0.9502168893814087
115/2,0.8238161206245422
115/3,0.07005830109119415
115/5,0.09796547889709473
116/0,0.11524851620197296
116/3,0.997964084148407
116/4,0.9964041709899902
116/5,0.1294322907924652
116/6,0.990683376789093
117/3,0.10682080686092377
117/4,0.05228794738650322
117/5,0.9992081522941589
117/6,0.915021538734436
117/8,0.9992362260818481
118/0,0.9992901086807251
118/1,0.9688940048217773
118/2,0.9943005442619324
118/4,0.8953049778938293
118/5,0.917431652545929
118/6,0.9975037574768066
118/7,0.054136723279953
118/8,0.4676397740840912
118/9,0.1104220300912857
119/0,0.46571916341781616
119/4,0.053535591810941696
119/5,0.2815168499946594
119/6,0.9111211895942688
119/7,0.9938384890556335
120/0,0.08033116161823273
120/1,0.06544049829244614
120/5,0.14645683765411377
120/7,0.999130368232727
120/9,0.1264275461435318
121/0,0.824600875377655
121/1,0.07102572172880173
121/2,0.05945732071995735
121/7,0.17733442783355713
121/9,0.3602631986141205
122/1,0.5768726468086243
122/2,0.9996955990791321
122/3,0.07772169262170792
122/4,0.973114013671875
122/5,0.07781405001878738
122/6,0.6789101958274841
122/7,0.11887143552303314
122/8,0.9975333213806152
122/9,0.9958667755126953
123/0,0.4913938641548157
123/2,0.057160764932632446
123/3,0.05309507995843887
123/5,0.09776972979307175
123/8,0.2968696057796478
124/0,0.13698795437812805
124/3,0.12360642105340958
124/5,0.07452071458101273
124/6,0.094803087413311
124/8,0.06658720970153809
125/0,0.8172898292541504
125/5,0.9238452911376953
125/7,0.9903711080551147
125/8,0.9972756505012512
125/9,0.11170098930597305
126/0,0.10710790008306503
126/2,0.9997371435165405
126/3,0.819541335105896
126/7,0.11378157138824463
126/8,0.8114073872566223
127/1,0.18295195698738098
127/2,0.09934726357460022
127/4,0.06603571027517319
127/5,0.9943560361862183
127/7,0.7186482548713684
128/1,0.23379604518413544
128/6,0.12146592140197754
128/7,0.9845876693725586
128/8,0.26742058992385864
128/9,0.99382483959198
129/0,0.346084862947464
129/1,0.9564682245254517
129/3,0.1721545308828354
129/7,0.9980955123901367
129/8,0.9966219067573547
130/0,0.9949823617935181
130/1,0.9996382594108582
130/3,0.060768209397792816
130/4,0.05206362158060074
130/5,0.5398107767105103
130/6,0.9993284344673157
130/7,0.9890727996826172
130/8,0.9830821752548218
130/9,0.9881370663642883
131/0,0.13848866522312164
131/1,0.9960702061653137
131/2,0.13305023312568665
131/3,0.17899255454540253
131/6,0.0622897744178772
132/5,0.9539475440979004
132/6,0.9985097646713257
132/7,0.16418354213237762
132/8,0.2957321107387543
132/9,0.0782741904258728
133/0,0.18677613139152527
133/2,0.06262211501598358
133/4,0.739129900932312
133/5,0.061898939311504364
133/8,0.16220210492610931
134/0,0.17999249696731567
134/1,0.9991657137870789
134/2,0.9999599456787109
134/7,0.06136246398091316
134/8,0.1449393481016159
135/0,0.06328720599412918
135/2,0.11062593758106232
135/3,0.8719328045845032
135/4,0.8293702006340027
135/9,0.10336015373468399
136/1,0.21810781955718994
136/3,0.16942279040813446
136/5,0.05850406736135483
136/6,0.05461334437131882
136/9,0.22252292931079865
137/0,0.08586950600147247
137/2,0.07413539290428162
137/5,0.6197972893714905
137/8,0.06976065039634705
137/9,0.052775491029024124
138/3,0.07276906818151474
138/5,0.10360749065876007
138/7,0.06785699725151062
138/8,0.08828645199537277
138/9,0.15030768513679504
139/0,0.10272477567195892
139/2,0.07422241568565369
139/5,0.053258366882801056
139/6,0.1203998327255249
139/8,0.3320240378379822
140/0,0.09152447432279587
140/2,0.14070484042167664
140/3,0.06346423178911209
140/4,0.11567200720310211
140/5,0.3384874761104584
141/0,0.497437059879303
141/1,0.37565892934799194
141/6,0.11838124692440033
141/8,0.06101323291659355
141/9,0.8315427899360657
142/3,0.07204431295394897
142/4,0.12729178369045258
142/5,0.07957849651575089
142/7,0.0792037844657898
142/8,0.5589579343795776
143/4,0.09965288639068604
143/5,0.9974603652954102
143/6,0.048771485686302185
143/7,0.061104197055101395
143/8,0.060847263783216476
144/3,0.2631807029247284
144/4,0.2216353416442871
144/5,0.1315002590417862
144/8,0.10781761258840561
144/9,0.08973008394241333
145/0,0.18273338675498962
145/2,0.08318875730037689
145/3,0.06989297270774841
145/4,0.26773980259895325
145/5,0.08526680618524551
146/1,0.23405058681964874
146/2,0.18091745674610138
146/3,0.061671484261751175
146/6,0.16910557448863983
146/7,0.08270083367824554
147/1,0.21793179214000702
147/4,0.07627765089273453
147/7,0.06487015634775162
147/8,0.19143767654895782
147/9,0.08577779680490494
148/1,0.09247495234012604
148/3,0.1313858926296234
148/4,0.1900288313627243
148/7,0.052068013697862625
148/9,0.07969222217798233
149/2,0.0894133597612381
149/5,0.07780955731868744
149/6,0.07412096112966537
149/7,0.07545040547847748
149/9,0.46988582611083984
150/1,0.07554446160793304
150/4,0.15593038499355316
150/6,0.07608400285243988
150/7,0.06407352536916733
150/9,0.11128697544336319
151/0,0.9538884162902832
151/1,0.07363533973693848
151/7,0.04432746022939682
151/8,0.21050958335399628
151/9,0.1231134682893753
152/1,0.9703227877616882
152/2,0.07117568701505661
152/4,0.05260755494236946
152/5,0.04688212275505066
152/8,0.6034733057022095
153/0,0.1089790090918541
153/2,0.9979693293571472
153/4,0.15808911621570587
153/7,0.0832754373550415
153/8,0.07693392783403397
154/2,0.9918080568313599
154/5,0.31516629457473755
154/7,0.08453651517629623
154/8,0.09889145195484161
154/9,0.06684757769107819
155/1,0.06237771362066269
155/2,0.08151916414499283
155/3,0.06075868010520935
155/6,0.17096658051013947
155/8,0.8518695831298828
156/0,0.06499747931957245
156/1,0.9998586773872375
156/4,0.11457870155572891
156/6,0.055190373212099075
156/7,0.10219957679510117
157/0,0.8629647493362427
157/6,0.06673835217952728
157/7,0.40655356645584106
157/8,0.07630926370620728
157/9,0.23755092918872833
158/2,0.12060777842998505
158/3,0.9999592900276184
158/5,0.1760272979736328
158/8,0.9992071390151978
158/9,0.17551518976688385
159/0,0.9998445510864258
159/3,0.9999828338623047
159/4,0.12824639678001404
159/5,0.09946240484714508
159/6,0.18573428690433502
160/2,0.08121287822723389
160/4,0.09878655523061752
160/5,0.08127037435770035
160/7,0.9999809265136719
160/8,0.08276228606700897
161/1,0.0771000012755394
161/2,0.9974416494369507
161/3,0.10779376327991486
161/4,0.09160079061985016
161/9,0.05278323218226433
162/3,0.07011563330888748
162/4,0.10617400705814362
162/5,0.06170131638646126
162/6,0.9999485015869141
162/8,0.051407039165496826
163/0,0.08627381175756454
163/1,0.08428122103214264
163/2,0.05536239594221115
163/8,0.5191859006881714
163/9,0.07692176103591919
164/1,0.28972357511520386
164/2,0.06666909158229828
164/4,0.21555963158607483
164/5,0.08403172343969345
164/9,0.2518444359302521
165/1,0.9999948740005493
165/2,0.9775232076644897
165/5,0.137278214097023
165/6,0.0580325722694397
165/7,0.09641648828983307
166/0,0.15468232333660126
166/4,0.04811399057507515
166/6,0.047714799642562866
166/8,0.09099815040826797
166/9,0.10322551429271698
167/1,0.0663687065243721
167/5,0.830733597278595
167/6,0.06431197375059128
167/7,0.9997323155403137
167/8,0.0880761593580246
168/0,0.9367421269416809
168/2,0.25138261914253235
168/5,0.15621976554393768
168/8,0.9973659515380859
168/9,0.9918292760848999
169/0,0.2556288540363312
169/5,0.9852551221847534
169/6,0.3814229369163513
169/8,0.1430255025625229
169/9,0.0970010757446289
170/1,0.07361532002687454
170/2,0.050578199326992035
170/6,0.9993427395820618
170/7,0.08356587588787079
170/9,0.09085671603679657
171/0,0.10065047442913055
171/2,0.06225553900003433
171/3,0.9968488812446594
171/8,0.9988204836845398
171/9,0.4641486704349518
172/0,0.9999735951423645
172/2,0.9951233863830566
172/4,0.120818592607975
172/8,0.05163963884115219
172/9,0.14941349625587463
173/0,0.10819254070520401
173/3,0.053854215890169144
173/4,0.06347700208425522
173/5,0.999703586101532
173/7,0.7782034873962402
174/2,0.4428788721561432
174/5,0.062357593327760696
174/6,0.9999759793281555
174/8,0.07207418978214264
174/9,0.07692727446556091
175/1,0.1637258678674698
175/3,0.13648681342601776
175/5,0.06648220866918564
175/8,0.985857367515564
175/9,0.14933262765407562
